business_id,name,city,state,postal_code,latitude,longitude,stars,review_count,categories,price,takeout,delivery,outdoor,credit,has_tv,alcohol
GGgYoWnKOpRQ3S0Yl14uDw,Meltkraft At Reading Terminal Market,Philadelphia,PA,19107,39.953223,-75.1588819,4,283,"Soup, Sandwiches, American (Traditional), Restaurants",1,TRUE,TRUE,FALSE,TRUE,FALSE,u'none'
Isw145X5g5kpZblQ4BxE9g,Thai 2 Go,Philadelphia,PA,19128,40.029868,-75.218742,3,73,"Food, Specialty Food, Restaurants, Thai, Ethnic Food",1,TRUE,TRUE,FALSE,TRUE,FALSE,u'none'
vF_QwGltBpVesMMGclzB9Q,Pizzeria Stella,Philadelphia,PA,19147,39.9424247094,-75.1456823945,4,601,"Restaurants, Pizza, Italian",2,TRUE,TRUE,TRUE,TRUE,TRUE,u'full_bar'
P2Lm1g_RztvIaH4daQsXoQ,Three Monkeys Cafe,Philadelphia,PA,19114,40.053857,-74.98396,3.5,419,"Breakfast & Brunch, Cafes, American (New), Pubs, Restaurants, Bars, Nightlife",2,TRUE,TRUE,TRUE,TRUE,TRUE,'full_bar'
FYV7zb2yau9DzN3AT-n-fw,4 Seasons Food Market,Philadelphia,PA,19103,39.9498972,-75.176164,4.5,52,"Food, Sandwiches, Delis, Convenience Stores, Restaurants, Beer, Wine & Spirits, Grocery",1,TRUE,TRUE,FALSE,TRUE,TRUE,u'beer_and_wine'
tzWFFdbwFxmEvO2TAzTwHw,Paul's Pizza,Philadelphia,PA,19106,39.9484526,-75.153222,3,18,"Cheesesteaks, Restaurants, Pizza",1,TRUE,TRUE,FALSE,FALSE,FALSE,u'none'
9_B5sCqKBOKDAmYpByiFFg,Branzino Italian Ristorante,Philadelphia,PA,19103,39.9480133,-75.1693585,3.5,331,"Breakfast & Brunch, Italian, Food, Restaurants, Desserts",2,TRUE,TRUE,TRUE,TRUE,FALSE,u'none'
hyrITbzxrU9WmVjstt9MwA,Aprons Soul Food Restaurant,Philadelphia,PA,19146,39.9400521034,-75.1867334579,4.5,72,"Diners, Breakfast & Brunch, Restaurants, Soul Food",2,TRUE,FALSE,FALSE,TRUE,TRUE,u'none'
D_jS6w2j1mFzb2KoYncCaA,NBC Sports Arena,Philadelphia,PA,19148,39.9042986,-75.1694047,3.5,50,"Nightlife, Sports Bars, American (New), Bars, Restaurants, Food, Beer, Wine & Spirits",2,TRUE,FALSE,TRUE,TRUE,TRUE,u'full_bar'
B08ELtRljjxnefQ3ayqUZg,SOHO Pizza,Philadelphia,PA,19106,39.9497216,-75.1444661,3.5,176,"Pizza, Restaurants",1,TRUE,TRUE,TRUE,TRUE,FALSE,u'beer_and_wine'
aaILnjUFC0i0uRkg5hYgnQ,Aqua Asian Bistro,Philadelphia,PA,19106,39.9502734691,-75.1659937554,4,25,"Desserts, Chinese, Food, Salad, Restaurants, Asian Fusion",1,TRUE,TRUE,FALSE,TRUE,FALSE,u'none'
FIz3Hueg-ZQkRKjT5xxCQA,Philly Sunnyside Diner,Philadelphia,PA,19130,39.9745695,-75.1819593,4,15,"Breakfast & Brunch, Restaurants, Diners",2,TRUE,TRUE,FALSE,TRUE,TRUE,u'none'
bZ1Q106Bmt6tR3Y3yiAADg,Ajia Restaurant & Sushi Bar,Philadelphia,PA,19104,39.9523072,-75.1873948,2.5,72,"Sushi Bars, Restaurants, Japanese",2,TRUE,FALSE,FALSE,TRUE,FALSE,u'none'
SYJ_7skUPMHBPIWK88uM9w,Zuzu's Kitchen,Philadelphia,PA,19130,39.9678965,-75.1620853,4,118,"Restaurants, Pizza, Salad, Sandwiches, Food Delivery Services, Food",1,TRUE,TRUE,FALSE,TRUE,TRUE,u'none'
7xckZSLRWf5uf3L1IsF1Kg,Mandarin Palace,Philadelphia,PA,19103,39.9518886,-75.1718034,3.5,185,"Restaurants, Asian Fusion, Chinese, Sushi Bars",2,TRUE,TRUE,FALSE,TRUE,TRUE,u'none'
jHeT7dodT4fN1SD3QEFoAA,Cochon,Philadelphia,PA,19147,39.9386072,-75.1526555,4,209,"Restaurants, Food, French",3,FALSE,FALSE,FALSE,FALSE,FALSE,'none'
8KBDQlSdjJ-NoLbpPvkOrw,La Peg,Philadelphia,PA,19106,39.9534524019,-75.1404362747,3.5,252,"French, Arts & Entertainment, Cocktail Bars, American (Traditional), Brasseries, Bars, Beer Gardens, Music Venues, Restaurants, Gastropubs, Tapas/Small Plates, Nightlife, American (New)",2,TRUE,FALSE,TRUE,TRUE,FALSE,u'full_bar'
O4wZuA6Im9gQxxddCZ3kkQ,New York Gyro Truck,Philadelphia,PA,19104,39.954482017,-75.2052439587,4.5,84,"Restaurants, Food Trucks, Food, Street Vendors, Middle Eastern",1,TRUE,TRUE,FALSE,FALSE,TRUE,u'none'
deJd43rpViQxkOmn-gz-Lg,Pizza City,Philadelphia,PA,19114,40.080901,-74.995019,3,49,"Pizza, Restaurants",1,TRUE,TRUE,FALSE,FALSE,TRUE,u'none'
hcxea89M_U__LADtu3C0kA,Supper,Philadelphia,PA,19147,39.942621512,-75.1579622906,3.5,402,"American (New), French, Restaurants, American (Traditional)",3,TRUE,FALSE,TRUE,TRUE,FALSE,'full_bar'
DKXeB-JIou5XPI49CzITuQ,China House,Philadelphia,PA,19145,39.9190372,-75.1836988,4,66,"Restaurants, Chinese",1,TRUE,FALSE,FALSE,FALSE,TRUE,u'none'
fwIhAbiaJBuJnt90mZSTBA,Fat Jack's BBQ,Philadelphia,PA,19116,40.096102507,-75.0147091857,3,134,"Food, Barbeque, Restaurants, Food Delivery Services, Southern, Chicken Wings, Sandwiches",2,TRUE,TRUE,FALSE,TRUE,TRUE,u'none'
Rd8Gb82UQcPPWC_yY5ybDg,Pho Hoa Noodle Soup,Philadelphia,PA,19120,40.0371693,-75.1084699,3,43,"Vietnamese, Restaurants",1,TRUE,FALSE,FALSE,TRUE,FALSE,u'none'
dfP7vEVqcgFWmObIInwFzA,King's Palace,Philadelphia,PA,19128,40.0626352,-75.23727,3,37,"Sushi Bars, Japanese, Restaurants, Chinese",2,TRUE,TRUE,FALSE,TRUE,TRUE,u'full_bar'
5UjINogSwLL6SKRM5mEZng,New Zem Zem Pizza,Philadelphia,PA,19144,40.0376602,-75.1731888,2,22,"Pizza, Restaurants",2,TRUE,TRUE,FALSE,TRUE,TRUE,'none'
9RmCMNxgGe7vX5MYF_TM4Q,Wawa,Philadelphia,PA,19148,39.9264316123,-75.1455847058,3,31,"Restaurants, Sandwiches, Coffee & Tea, Delis, Food",1,TRUE,TRUE,TRUE,TRUE,TRUE,u'none'
GKNknnI7pZgPwjOKNI9NPQ,Lucky 13 Pub,Philadelphia,PA,19148,39.9271637,-75.1671282,4,126,"Pubs, Bars, American (New), Restaurants, Nightlife",2,FALSE,FALSE,FALSE,TRUE,TRUE,u'full_bar'
K9cn-DrPEEXse1s1n-6mMw,Bridget Foy's,Philadelphia,PA,19147,39.9411136,-75.145825,3.5,312,"Breakfast & Brunch, Nightlife, Bars, American (Traditional), Restaurants",2,TRUE,TRUE,TRUE,TRUE,TRUE,'full_bar'
vrQCClTDrPSbIHO-ub8qFg,Sardi's Pollo A La Brasa,Philadelphia,PA,19131,40.0030483,-75.2219283,4,332,"Latin American, Peruvian, Chicken Shop, Restaurants, Sandwiches",2,TRUE,TRUE,FALSE,TRUE,TRUE,u'none'
K0f_P7b6ADQagwunK6YcPg,City View Pizza,Philadelphia,PA,19122,39.9787034,-75.159486,3.5,67,"Cheesesteaks, Sandwiches, Restaurants, Pizza",1,TRUE,TRUE,FALSE,TRUE,TRUE,u'none'
NQ01WqVX0tojNHKn-0sFww,Tir na nOg Irish Pub,Philadelphia,PA,19103,39.9544564822,-75.1667542796,3.5,245,"Irish Pub, Nightlife, American (New), Bars, Irish, Pubs, Restaurants",2,TRUE,FALSE,TRUE,TRUE,TRUE,u'full_bar'
-mIlmp5l4hKlp1tvHRdvTg,Sonny's Famous Steaks,Philadelphia,PA,19106,39.9499178538,-75.1447920753,4,1697,"Cheesesteaks, Comfort Food, Restaurants, Delis, Burgers, American (Traditional), Sandwiches, Local Flavor",2,TRUE,TRUE,TRUE,TRUE,FALSE,'none'
pmIVrqAy4gxBUqomsCL6Ig,Subway,Philadelphia,PA,19103,39.9562697,-75.1679039,3,14,"Restaurants, Sandwiches, Fast Food, Food, Salad, Pizza",1,TRUE,FALSE,FALSE,TRUE,TRUE,u'none'
Oj4otn-Wfd-JLwh1dL0DbA,The Juice Room,Philadelphia,PA,19119,40.0592116,-75.1899679,4.5,76,"Cafes, Food, Soup, Restaurants, Ice Cream & Frozen Yogurt, Juice Bars & Smoothies, Sandwiches, Coffee & Tea, Videos & Video Game Rental, Shopping, Books, Mags, Music & Video",1,TRUE,TRUE,TRUE,TRUE,FALSE,u'none'
4ethI9A0jaG7bhJmHy4gow,Le Bar Lyonnais,Philadelphia,PA,19102,39.949919,-75.166996,4,31,"Nightlife, French, Bars, Restaurants",3,TRUE,FALSE,FALSE,TRUE,TRUE,'full_bar'
dMOv-lIQ9-2TGOfuAyzgOg,Little Sicily Pizza,Philadelphia,PA,19145,39.9254545,-75.1708405,3,41,"Italian, Restaurants, Pizza",2,TRUE,TRUE,TRUE,TRUE,TRUE,u'none'
G9LZoNlCfRH941q87_JLIg,Mission Taqueria,Philadelphia,PA,19102,39.9502217062,-75.1665529981,4,617,"Tex-Mex, Restaurants, Food, Nightlife, Beer, Wine & Spirits, Pubs, Bars, Mexican",2,TRUE,TRUE,TRUE,TRUE,TRUE,u'full_bar'
hCSfQR7MHl6Yk6Sro6Zufw,Gaja Gaja,Philadelphia,PA,19147,39.936529,-75.155448,3.5,24,"Japanese, Sushi Bars, Korean, Restaurants",2,TRUE,TRUE,FALSE,TRUE,TRUE,u'beer_and_wine'
a9tI3YQyIXHqt0c1AxaSbA,Valley Green Inn,Philadelphia,PA,19128,40.055064914,-75.2181315422,3.5,191,"Restaurants, American (Traditional), Event Planning & Services, American (New), Seafood, Venues & Event Spaces",2,TRUE,FALSE,TRUE,TRUE,TRUE,u'full_bar'
AZ5sk4X3LQ5BNLxeGPaddw,Seiko Japanese Restaurant,Philadelphia,PA,19123,39.9612121,-75.1415708,4,142,"Restaurants, Japanese, Watches, Sushi Bars, Shopping",2,TRUE,TRUE,TRUE,TRUE,FALSE,u'none'
yEa_sWqLpmB5NbXyAz_g_A,Bomb Bomb,Philadelphia,PA,19148,39.9209915,-75.1643995,4,107,"Restaurants, Barbeque, Italian",2,TRUE,TRUE,FALSE,TRUE,TRUE,u'full_bar'
jc6PRKXaOwQeKtQGXoG76Q,The Shake Seafood,Philadelphia,PA,19149,40.049511,-75.0621303,4,189,"Restaurants, Seafood",2,TRUE,TRUE,FALSE,TRUE,TRUE,u'none'
RUfWgnSSQKjRNBpK0wSxfg,Isabella Pizza,Philadelphia,PA,19148,39.9271608,-75.1668506,3,149,"Burgers, Italian, Restaurants, Pizza, Breakfast & Brunch",2,TRUE,TRUE,FALSE,TRUE,FALSE,u'none'
jZxs7PDhUbhg4LWSFM4Z_A,Best China Inn,Philadelphia,PA,19104,39.9541202,-75.2112357,3.5,87,"Chinese, Restaurants",1,TRUE,TRUE,FALSE,TRUE,TRUE,u'none'
FffPXnuuKYWbi3Aj8taNcQ,Village Pizza,Philadelphia,PA,19104,39.9604873,-75.1891583,3,15,"Pizza, Restaurants",1,TRUE,TRUE,FALSE,TRUE,TRUE,u'none'
X0lCvXEahUA5HEPP3SZjeA,El Soto Deli & Grocery,Philadelphia,PA,19145,39.9306803523,-75.1699446009,5,15,"Delis, Restaurants, Sandwiches, Food, Grocery",1,TRUE,FALSE,FALSE,TRUE,TRUE,u'none'
lCetcbxQr52TTGmGmXzQcw,Country Club Diner,Philadelphia,PA,19111,40.0540854,-75.0704686,3,85,"Bakeries, American (Traditional), Food, Restaurants, Breakfast & Brunch, Diners",2,TRUE,TRUE,FALSE,TRUE,TRUE,u'none'
WqyUnIA7PMUZbUZCtmZtXA,Toll Man Joe's,Philadelphia,PA,19148,39.913631,-75.148795,4,56,"Music Venues, Sports Bars, Bars, Arts & Entertainment, Chicken Wings, Nightlife, Restaurants",2,TRUE,TRUE,TRUE,TRUE,TRUE,u'full_bar'
dUzR2vZ6nhuGdrDV2Dsr_g,2nd State Lounge,Philadelphia,PA,19147,39.9417056,-75.1492637,3,17,"Restaurants, Nightlife, Pizza, Bars, Lounges",1,TRUE,FALSE,FALSE,TRUE,TRUE,u'full_bar'
849vV4133tI82lNWCZinOA,Reggae Reggae Vibes,Philadelphia,PA,19123,39.9703316132,-75.145784989,4,130,"Cheesesteaks, Caribbean, Restaurants",1,TRUE,TRUE,FALSE,TRUE,TRUE,'none'
dAaWxrY4le8xvTMqNjIRtw,Five Guys,Philadelphia,PA,19114,40.0791890292,-75.0266629492,3.5,54,"Burgers, Fast Food, American (New), Restaurants",2,TRUE,TRUE,TRUE,TRUE,FALSE,u'none'
SCjUeZfjafJ88fWWQjRh2w,El Rey,Philadelphia,PA,19103,39.9522598,-75.1740323,3.5,968,"Restaurants, Lounges, Bars, Mexican, Nightlife, Tex-Mex, Breakfast & Brunch",2,TRUE,TRUE,TRUE,TRUE,FALSE,u'full_bar'
n4alafw1npRmVXzfBLUGPQ,Nick's Roast Beef,Philadelphia,PA,19149,40.048536,-75.06233,3,124,"Restaurants, American (Traditional), Sports Bars, Sandwiches, Bars, Nightlife",2,TRUE,TRUE,FALSE,TRUE,TRUE,u'full_bar'
7W2HqyvW9XIL-TWuXSODBg,International Smokeless BBQ,Philadelphia,PA,19147,39.9344152,-75.1543726,3.5,102,"Vietnamese, Restaurants, Barbeque, Korean, Asian Fusion",2,TRUE,FALSE,FALSE,TRUE,FALSE,'beer_and_wine'
6LmJ1077AVxEMn4Ce5ZSHg,Logan Square Cafe,Philadelphia,PA,19103,39.9570373,-75.1691887,2,32,"Venues & Event Spaces, Cafes, Breakfast & Brunch, Caterers, Event Planning & Services, Restaurants",1,TRUE,FALSE,TRUE,TRUE,TRUE,u'none'
GAuweBrcC_wK3a0UhZjwfA,Loco Pez,Philadelphia,PA,19125,39.977142,-75.127202,4,650,"Restaurants, Tacos, Bars, Nightlife, Mexican",2,TRUE,TRUE,TRUE,FALSE,TRUE,u'full_bar'
7YsrfPONeC5VC-n5N1gb5w,The Breakfast Boutique,Philadelphia,PA,19138,40.0586918,-75.1497736,4,138,"Restaurants, Breakfast & Brunch",1,TRUE,FALSE,FALSE,TRUE,TRUE,u'none'
pum7TsURcc2NKcYKpId9gA,Lickety Split,Philadelphia,PA,19147,39.9350642,-75.1516194,3.5,56,"Bars, Nightlife, Pizza, Restaurants",1,TRUE,FALSE,FALSE,TRUE,TRUE,u'full_bar'
Wl7iw_u4WeEreF4ZZF1oDw,Szechuan Four Rivers,Philadelphia,PA,19107,39.9551888,-75.1556212,3.5,218,"Restaurants, Chinese",2,TRUE,TRUE,FALSE,TRUE,FALSE,u'none'
6OC8ErU_m06KABnfSXTJEA,Street Side,Philadelphia,PA,19123,39.969485,-75.1386559824,4.5,137,"Restaurants, Vietnamese",1,TRUE,TRUE,FALSE,TRUE,FALSE,u'none'
pBhSdTZcYx29M0ulJhUNig,El Guaco Loco,Philadelphia,PA,19122,39.983036976,-75.1546335178,3,15,"Restaurants, Food Trucks, Mexican, Food",1,TRUE,TRUE,TRUE,TRUE,FALSE,u'none'
79cmm_bMkDWHaa7-OysIAA,Cantina Laredo,Philadelphia,PA,19153,39.8778109906,-75.2368170695,2.5,112,"Wine Bars, Nightlife, Breakfast & Brunch, Restaurants, Mexican, Bars",2,TRUE,FALSE,FALSE,TRUE,TRUE,u'full_bar'
EIj6irQyq2Oeq219EkFynw,Brasil's Nightclub,Philadelphia,PA,19106,39.9481424,-75.1430684,4,68,"Nightlife, Restaurants, Bars, Dance Clubs",1,FALSE,FALSE,FALSE,TRUE,TRUE,'full_bar'
A3Qt87F7ZaAwCW4CyyB1Fw,Dottie's Donuts,Philadelphia,PA,19143,39.9483447,-75.2136558,4.5,206,"Restaurants, Food, Vegan, Cafes, Donuts",1,TRUE,FALSE,FALSE,TRUE,TRUE,'none'
jCKjT0w6BnPxNSZO9Q2uuw,M Restaurant,Philadelphia,PA,19106,39.9473257341,-75.1543113996,3.5,165,"Food, American (New), Desserts, Argentine, Italian, Restaurants, Nightlife, Bars",3,FALSE,FALSE,TRUE,TRUE,TRUE,u'full_bar'
or1JuxvK2kcrKvM2djYUEQ,The Farmacy,Philadelphia,PA,19104,39.953125,-75.211986,3.5,226,"Breakfast & Brunch, American (New), Restaurants, Comfort Food",2,TRUE,FALSE,TRUE,TRUE,FALSE,'beer_and_wine'
jyiCIbGkuhxawoEBvZxUfA,Jack Duggan's Pub,Philadelphia,PA,19153,39.874761,-75.247085,2.5,200,"Bars, Restaurants, Pubs, Nightlife, Sandwiches, Irish",2,TRUE,FALSE,FALSE,TRUE,TRUE,u'full_bar'
O823FiPDepbCKYo7w2uGAg,Macaroni's Restaurant,Philadelphia,PA,19115,40.0817359,-75.0382522,4,211,"Restaurants, Nightlife, Beer Gardens, Italian, Pizza",3,TRUE,TRUE,TRUE,TRUE,TRUE,u'full_bar'
vEfA3V3pCrnigUFlLJ3gLw,Gleaner's Cafe,Philadelphia,PA,19147,39.938929,-75.157903,4.5,140,"Food, Vegan, Coffee & Tea, Restaurants, Breakfast & Brunch",1,TRUE,TRUE,TRUE,FALSE,TRUE,u'none'
QKVX66UREuD6aQ0x_F17wA,Slice,Philadelphia,PA,19147,39.934678,-75.160539,3.5,302,"Restaurants, Food, Pizza, Italian",2,TRUE,TRUE,TRUE,FALSE,TRUE,'none'
kMSSjOWLFqnvjMrjxUpH0g,Atlantic Pizza,Philadelphia,PA,19147,39.9324323,-75.1641196,4.5,17,"Breakfast & Brunch, Pizza, Restaurants, Diners",1,TRUE,TRUE,FALSE,TRUE,TRUE,'none'
on812LIboUL1mgOoCN9Ceg,Fork & Barrel,Philadelphia,PA,19129,40.0099218,-75.1966125,4,22,"Restaurants, Gastropubs",3,FALSE,FALSE,FALSE,TRUE,FALSE,u'beer_and_wine'
R9kExKCPOnCD8vVY_7Edlg,The Pickled Heron,Philadelphia,PA,19125,39.9801351,-75.1292047,4,120,"Restaurants, French",3,FALSE,FALSE,FALSE,FALSE,FALSE,u'none'
VBONwHcqkxYTHfxmdKGhkw,Keating's Rope & Anchor,Philadelphia,PA,19106,39.9457341,-75.1413125,3,73,"Seafood, Bars, Nightlife, American (Traditional), Restaurants",2,TRUE,FALSE,TRUE,TRUE,TRUE,u'full_bar'
ZsA6o-uK1984HaEdP_qO-A,Stock Rittenhouse,Philadelphia,PA,19103,39.9522011,-75.1731727,3.5,100,"Thai, Restaurants, Soup, Food, Noodles, Vietnamese, American (New), Sandwiches, Coffee & Tea",2,TRUE,TRUE,FALSE,TRUE,TRUE,u'none'
hkirr3WzSTx2d9cdP_NKSQ,Mama's Vegetarian,Philadelphia,PA,19103,39.952706,-75.173477,4.5,592,"Comfort Food, Middle Eastern, Vegetarian, Kosher, Restaurants",1,TRUE,FALSE,TRUE,FALSE,FALSE,'none'
zG8xZ-X3QPt7KucfYVffCg,Philly Pretzel Factory,Philadelphia,PA,19145,39.9255776,-75.1700902,4.5,28,"Hot Dogs, Restaurants, Pretzels, Fast Food, Food, Bakeries",1,TRUE,TRUE,TRUE,TRUE,TRUE,u'none'
C2XaAQrXj5UUWaHRw2CiRg,Geechee Girl Rice Cafe,Philadelphia,PA,19144,40.0549698,-75.1868357,3,54,"American (New), Restaurants, Southern",2,TRUE,FALSE,FALSE,TRUE,FALSE,u'none'
dWoJKEoFPbCr5pL2Y0LkJA,Nan Restaurant,Philadelphia,PA,19104,39.9553597,-75.202452,4,45,"Restaurants, French, Thai",3,FALSE,FALSE,FALSE,TRUE,FALSE,u'none'
7lYSam2Ci_1WzzoUicug3w,Checkers,Philadelphia,PA,19145,39.9178315,-75.181453200000007,2,16,"Restaurants, American (Traditional), Fast Food, Burgers",1,TRUE,TRUE,TRUE,TRUE,TRUE,'none'
bJdKrQIF5SihmWWZD0AIkg,Wacky Zaki's,Philadelphia,PA,19116,40.1055278,-75.0324753,3,34,"Chicken Wings, Pizza, American (Traditional), Burgers, Restaurants",2,TRUE,TRUE,FALSE,TRUE,TRUE,u'full_bar'
B-SiesU4hxIiL7rl7vzayA,Jim's Steaks,Philadelphia,PA,19151,39.9692157,-75.2430863,4,319,"Cheesesteaks, Steakhouses, Salad, Burgers, Sandwiches, Restaurants",1,TRUE,FALSE,FALSE,FALSE,TRUE,u'beer_and_wine'
y6FxggLj1xnJ0ArqV3UoVw,Andy's Chicken,Philadelphia,PA,19125,39.9774804,-75.128401,4.5,233,"Chicken Wings, Restaurants, Korean, Asian Fusion",2,TRUE,TRUE,FALSE,TRUE,FALSE,u'none'
h1RQEy-kVBy2T9rMlp5VIw,Samwich,Philadelphia,PA,19147,39.9386746,-75.1531814,4,38,"Restaurants, Sandwiches",2,TRUE,TRUE,TRUE,TRUE,FALSE,'none'
D_JgJY5V54i0EYOdTHmWlg,Toast,Philadelphia,PA,19107,39.9467659,-75.1611269,3,253,"Food, Restaurants, Coffee & Tea, Breakfast & Brunch, Cafes, American (New)",1,TRUE,FALSE,TRUE,TRUE,TRUE,u'none'
LEwyF97d5SS_V4kLwSMu3A,Union Taco,Philadelphia,PA,19123,39.970211,-75.148728,3,39,"Food, Restaurants, Mexican",2,TRUE,TRUE,FALSE,TRUE,TRUE,u'none'
K_s-9Wd6vXSfnxYFzhE0Kw,Kei Sushi Restaurant,Philadelphia,PA,19146,39.944413,-75.1707392,4.5,157,"Sushi Bars, Restaurants",2,TRUE,FALSE,FALSE,TRUE,FALSE,u'none'
wTVczLDput_PVOXrPiqdvA,Lou & Choo's Lounge,Philadelphia,PA,19140,40.0118111,-75.1633621,3,14,"Dive Bars, Bars, Seafood, Nightlife, Restaurants, Mexican, Lounges",1,TRUE,TRUE,TRUE,FALSE,TRUE,'full_bar'
gOfCxAiQmQYywXYJ3KeP-w,Beijing Garden,Philadelphia,PA,19128,40.0306329,-75.2112921,2.5,36,"Chinese, Restaurants",1,TRUE,TRUE,FALSE,TRUE,TRUE,u'none'
dwh4dy4zyrf-NTqaCYjH6A,Byrne's Tavern,Philadelphia,PA,19134,39.9841717,-75.0987438,4,113,"American (Traditional), Irish, Chicken Wings, Restaurants",2,TRUE,FALSE,TRUE,TRUE,TRUE,u'full_bar'
XGxsV7f16mW051jsEafAQQ,Fountain Restaurant,Philadelphia,PA,19103,39.9567043,-75.1697047,4,99,"Breakfast & Brunch, Restaurants, American (New), Sandwiches",4,FALSE,FALSE,FALSE,TRUE,FALSE,u'full_bar'
v72qGvd53IxhM2m8aatOpg,Kanella Grill,Philadelphia,PA,19107,39.9463188,-75.1579609,4,242,"Falafel, American (Traditional), Greek, Mediterranean, Breakfast & Brunch, Restaurants, Middle Eastern",2,TRUE,TRUE,FALSE,TRUE,FALSE,u'none'
iSOwZtXQaUBf5tX-MTVT4w,Q BBQ & Tequila,Philadelphia,PA,19106,39.9484906,-75.1444675,3,137,"Restaurants, Nightlife, Barbeque, Bars",2,TRUE,FALSE,TRUE,TRUE,TRUE,u'full_bar'
9sEzWuaOicYlbp9a6A829A,Jin Wei,Philadelphia,PA,19107,39.9554576,-75.1551993,3.5,28,"Chinese, Restaurants",1,TRUE,FALSE,FALSE,FALSE,TRUE,u'none'
OWPHQD0tkvnuTy8_8JaMnA,Teppanyaki Grill & Supreme Buffet,Philadelphia,PA,19148,39.9138276632,-75.1570135053,3,46,"Buffets, Food, Seafood, American (Traditional), Restaurants",2,TRUE,FALSE,FALSE,TRUE,FALSE,u'none'
I6Y02PJiMMlXMluwXuU5pQ,Terra,Philadelphia,PA,19107,39.9472422,-75.1615547,3.5,24,"Restaurants, American (New)",2,FALSE,FALSE,FALSE,TRUE,FALSE,u'full_bar'
tl5dthD9F3vGCww-N9kSVA,Harvest Seasonal Grill & Wine Bar - Philadelphia,Philadelphia,PA,19104,39.9539370699,-75.2028741528,3,257,"Wine Bars, Bars, American (New), Restaurants, Vegetarian, Nightlife, Breakfast & Brunch",2,TRUE,TRUE,TRUE,TRUE,TRUE,u'full_bar'
x19LbnFdSo3LXYqfOrTtBg,Blue Belly BBQ,Philadelphia,PA,19147,39.9386795,-75.1532197,3.5,58,"Restaurants, Barbeque",2,TRUE,FALSE,FALSE,FALSE,FALSE,u'none'
i6DlLLxZ2iwQRxhUDx3TTg,The Adobe Cafe,Philadelphia,PA,19128,40.0342316,-75.2191448,3.5,317,"Mexican, Vegan, Restaurants",2,TRUE,TRUE,TRUE,TRUE,TRUE,'full_bar'
8ZU1N9vxDsJvyBY0fCi4bw,Konak,Philadelphia,PA,19106,39.955585,-75.143719,4,33,"Restaurants, Turkish",2,TRUE,FALSE,TRUE,TRUE,TRUE,u'full_bar'
-cEFKAznWmI0cledNOIQ7w,Gran Caffe L'Aquila,Philadelphia,PA,19103,39.9512789,-75.1695181,4.5,1138,"Restaurants, Gelato, Coffee & Tea, Food, Italian, Bakeries",2,TRUE,TRUE,TRUE,TRUE,TRUE,u'full_bar'
xFbdXq4NZ6I_ulCcNEy8Qw,Panda Garden Chinese Restaurant,Philadelphia,PA,19107,39.949193,-75.159102,2.5,63,"Chinese, Restaurants",1,TRUE,TRUE,FALSE,TRUE,TRUE,u'none'
IFFuw9ZIzpcWSqu2OHmjZA,Tampopo,Philadelphia,PA,19104,39.9530336,-75.2102968,3.5,185,"Sushi Bars, Restaurants, Japanese, Korean",2,TRUE,TRUE,FALSE,TRUE,FALSE,u'none'
NwH5ETXhpibGWsntrXQZhg,Mr Pizza,Philadelphia,PA,19120,40.0358663,-75.1304006,3,13,"Pizza, Restaurants",2,TRUE,TRUE,FALSE,TRUE,TRUE,'none'
-PMXnNJ1D67NkAupRHNkpQ,Domino's Pizza,Philadelphia,PA,19111,40.044236,-75.087194,1.5,25,"Restaurants, Pizza, Italian, Chicken Wings, Sandwiches",1,TRUE,TRUE,FALSE,TRUE,TRUE,u'none'
Ww8DBKYd-NSRMfDRuddrjA,Sushi Kingdom,Philadelphia,PA,19154,40.0860312,-74.9649713,3.5,41,"Japanese, Restaurants",2,TRUE,FALSE,FALSE,TRUE,TRUE,'none'
wB1Tin0OW1JRpaKM-E3ZYA,National Mechanics,Philadelphia,PA,19106,39.9495443,-75.1459872,4,875,"Pubs, Food, Breakfast & Brunch, Dance Clubs, Bars, American (New), American (Traditional), Beer, Wine & Spirits, Restaurants, Nightlife",2,TRUE,TRUE,TRUE,TRUE,FALSE,'full_bar'
6cfNCzL2A0XsmXnjeg0u7w,Cosi,Philadelphia,PA,19106,39.949088,-75.147154,2,77,"Coffee & Tea, Pizza, Restaurants, Food, Sandwiches",1,TRUE,FALSE,TRUE,TRUE,FALSE,u'none'
qCpdeQYPf9i1EZhTnQgjtg,The Foodery at Rittenhouse,Philadelphia,PA,19103,39.9505843,-75.1693697,4,265,"Nightlife, Bars, Food, Restaurants, Delis, Beer, Wine & Spirits, Gastropubs, Beer Bar, Sandwiches",2,TRUE,TRUE,TRUE,TRUE,TRUE,u'beer_and_wine'
xdc0TbKkHMZN3N82oeq2XA,Via Locusta,Philadelphia,PA,19103,39.9489844,-75.1701508,4.5,144,"Bars, Tapas/Small Plates, Cocktail Bars, Nightlife, Italian, Restaurants",3,TRUE,FALSE,TRUE,TRUE,FALSE,u'full_bar'
VF-xxQsEeWYwdqiGVC7L0Q,Penn Cafe & Pizzeria,Philadelphia,PA,19143,39.9483437001,-75.2221290417,3.5,46,"Pizza, Food, Cafes, Restaurants",1,TRUE,TRUE,FALSE,TRUE,TRUE,u'none'
